source,project,author,url,statusCode,category,method,finalUrl,error
referencioteca,Otras formas de medir el tiempo,Ignacia Santillán,https://www.instagram.com/reel/DQ4wuXaD_i9/?igsh=dTFpaWQ2OHgzMTRq,,dns_error,error,https://www.instagram.com/reel/DQ4wuXaD_i9/?igsh=dTFpaWQ2OHgzMTRq,fetch failed
referencioteca,Rayo de luz,Gracia González,https://graciastudio.cl/15/,,dns_error,error,https://graciastudio.cl/15/,fetch failed
referencioteca,Fundación FIT,Gracia González,https://graciastudio.cl/68/,,dns_error,error,https://graciastudio.cl/68/,fetch failed
referencioteca,Retorno,"Catalina Uribe, Andres Miquel",https://www.instagram.com/p/DPO39QgDY3z/?img_index=0,,dns_error,error,https://www.instagram.com/p/DPO39QgDY3z/?img_index=0,fetch failed
referencioteca,Retorno,"Andres Miquel, Catalina Uribe",https://www.instagram.com/p/DPO39QgDY3z/?img_index=1,,dns_error,error,https://www.instagram.com/p/DPO39QgDY3z/?img_index=1,fetch failed
referencioteca,A Life in a Year,Paula Santa María,https://paulasantamaria.netlify.app/,,dns_error,error,https://paulasantamaria.netlify.app/,fetch failed
referencioteca,Bombus Chilensis,"María Jesús Pinto, Victoria De la Maza",https://www.instagram.com/bombuschilensis,,dns_error,error,https://www.instagram.com/bombuschilensis,fetch failed
referencioteca,Bombus Chilensis,"María Jesús Pinto, Victoria De la Maza",https://www.behance.net/gallery/204989195/Bombus-Chilensis,,dns_error,error,https://www.behance.net/gallery/204989195/Bombus-Chilensis,fetch failed
referencioteca,Misc,Matías Vial,https://ilmato.com/paloma-mami-1,,dns_error,error,https://ilmato.com/paloma-mami-1,fetch failed
referencioteca,INSTRUCCIONES PARA DIBUJAR SU CAMINAR,Sofía Garrido,https://sofiagarrido.work/Instrucciones,,dns_error,error,https://sofiagarrido.work/Instrucciones,fetch failed
referencioteca,Magma Magazine,Sofía Garrido,https://sofiagarrido.work/Magma-Magazine,,dns_error,error,https://sofiagarrido.work/Magma-Magazine,fetch failed
referencioteca,Consideraciones Generales,Vicente Acuña,https://open.spotify.com/intl-es/album/6b3ijspHJK294Ao2HM5eWJ?si=e_KzcDHuTmabWIE5BYPMFA,,dns_error,error,https://open.spotify.com/intl-es/album/6b3ijspHJK294Ao2HM5eWJ?si=e_KzcDHuTmabWIE5BYPMFA,fetch failed
referencioteca,SIENTO EL VIENTO,Gracia González,https://graciastudio.cl/,,dns_error,error,https://graciastudio.cl/,fetch failed
referencioteca,DIÁLOGOS IMPRESOS,"Gracia González, Alejandra Amenábar",https://graciastudio.cl/35/,,dns_error,error,https://graciastudio.cl/35/,fetch failed
referencioteca,DIÁLOGOS IMPRESOS,"Gracia González, Alejandra Amenábar",https://diseno.uc.cl/2024/11/estudiantes-de-diseno-uc-crean-exposicion-para-il-posto/,,dns_error,error,https://diseno.uc.cl/2024/11/estudiantes-de-diseno-uc-crean-exposicion-para-il-posto/,fetch failed
referencioteca,60 años Kérastase,Varios,https://www.instagram.com/p/DG1Km0yyJsd/?hl=es&img_index=1,,dns_error,error,https://www.instagram.com/p/DG1Km0yyJsd/?hl=es&img_index=1,fetch failed
referencioteca,Avita,María Fernanda Gonzalez,https://individual-frame-992587.framer.app/art-direction,,dns_error,error,https://individual-frame-992587.framer.app/art-direction,fetch failed
referencioteca,Avita,María Fernanda Gonzalez,https://individual-frame-992587.framer.app/art-direction,,dns_error,error,https://individual-frame-992587.framer.app/art-direction,fetch failed
referencioteca,Guided by the Moon,Florencia Vildósola,https://florenciavildosola.myportfolio.com/guiado-por-la-luna,,dns_error,error,https://florenciavildosola.myportfolio.com/guiado-por-la-luna,fetch failed
referencioteca,PC Factory,Constanza Morales,https://www.constanzamorales.com/projects/pcfactory,,dns_error,error,https://www.constanzamorales.com/projects/pcfactory,fetch failed
referencioteca,Manual Verde,Sergio Ramírez,https://www.ramirezflores.cl/el-manual-verde/,,dns_error,error,https://www.ramirezflores.cl/el-manual-verde/,fetch failed
referencioteca,Museo Histórico Nacional,Sergio Ramírez,https://www.ramirezflores.cl/museo-historico-nacional/,,dns_error,error,https://www.ramirezflores.cl/museo-historico-nacional/,fetch failed
referencioteca,TYPE SPECIMEN FANZINE,Jose Chaud,https://okeykul.com/3/,,dns_error,error,https://okeykul.com/3/,fetch failed
referencioteca,Baby.kine,Trinidad Burgos,https://trinidadburgos.com/baby-kine-en/,,dns_error,error,https://trinidadburgos.com/baby-kine-en/,fetch failed
referencioteca,Emprendekit,Kimberly McCartney,https://www.kimberlymccartney.com/5/,,dns_error,error,https://www.kimberlymccartney.com/5/,fetch failed
referencioteca,FPO Módulo — Bienal de Arquitectura,Catalina Pérez,https://otrosperez.com/portfolio/home/fpo/,,dns_error,error,https://otrosperez.com/portfolio/home/fpo/,fetch failed
referencioteca,Pastelito,Naomi Altmann,https://naomialtmann.cargo.site/pastelito,,dns_error,error,https://naomialtmann.cargo.site/pastelito,fetch failed
referencioteca,ADD,Fernanda González,https://fernandagn.myportfolio.com/add-proyecto-de-titulo,,dns_error,error,https://fernandagn.myportfolio.com/add-proyecto-de-titulo,fetch failed
referencioteca,Una Clase de Bichos,Cristóbal Sprätz,https://www.magdalenaperezv.com/Una-Clase-de-Bichos,,dns_error,error,https://www.magdalenaperezv.com/Una-Clase-de-Bichos,fetch failed
referencioteca,Una Clase de Bichos,Cristóbal Sprätz,https://www.instagram.com/magdalenaperezv,,dns_error,error,https://www.instagram.com/magdalenaperezv,fetch failed
referencioteca,Papel Lustre,Matías Prado,https://www.feoperohermoso.cl/products/papel-lustre-12-x-12-cm,,dns_error,error,https://www.feoperohermoso.cl/products/papel-lustre-12-x-12-cm,fetch failed
referencioteca,Joyas Maite Araia,Javiera Naranjo,https://readymag.website/u2667837699/JavieraNaranjoPortafolio/,,dns_error,error,https://readymag.website/u2667837699/JavieraNaranjoPortafolio/,fetch failed
referencioteca,INEDEBLE,"Javiera Naranjo, Paulina Carrasco",https://readymag.website/u2667837699/JavieraNaranjoPortafolio/,,dns_error,error,https://readymag.website/u2667837699/JavieraNaranjoPortafolio/,fetch failed
referencioteca,Raíces vivas: nuestra fusión,Magdalena Leigh,https://www.instagram.com/p/CzmeLffJDVQ/,,dns_error,error,https://www.instagram.com/p/CzmeLffJDVQ/,fetch failed
referencioteca,La Mesa Latina,Ciudad Emergente,https://www.magdalenaperezv.com/La-Mesa-Latina,,dns_error,error,https://www.magdalenaperezv.com/La-Mesa-Latina,fetch failed
referencioteca,La Mesa Latina,Ciudad Emergente,https://ciudademergente.org/construir-tacticas/2020/9/22/kit-la-mesa-latina,,dns_error,error,https://ciudademergente.org/construir-tacticas/2020/9/22/kit-la-mesa-latina,fetch failed
referencioteca,Red APA,Fernanda Romagnoli,https://feromagnoli.framer.website/cases/red-apa,,dns_error,error,https://feromagnoli.framer.website/cases/red-apa,fetch failed
referencioteca,Catastro Modelo de Prevención,Pilar Saavedra,https://pilar-fundamental.com/ugm-catastro,,dns_error,error,https://pilar-fundamental.com/ugm-catastro,fetch failed
referencioteca,Espacio EDE,Pilar Saavedra,https://pilar-fundamental.com/espacioede,,dns_error,error,https://pilar-fundamental.com/espacioede,fetch failed
referencioteca,Löie Füller,Pilar Saavedra,https://pilar-fundamental.com/loie-fuller,,dns_error,error,https://pilar-fundamental.com/loie-fuller,fetch failed
referencioteca,Expo Fireflies Patagonia,Constanza Gahona,https://www.behance.net/gallery/156824561/Expo-Fireflies-Patagonia,,dns_error,error,https://www.behance.net/gallery/156824561/Expo-Fireflies-Patagonia,fetch failed
referencioteca,Encuentro entre cerros,Camila Correa,https://cargocollective.com/ccharnecker/Imagen-de-marca,,dns_error,error,https://cargocollective.com/ccharnecker/Imagen-de-marca,fetch failed
referencioteca,Revolución Solar,Camila Correa,https://cargocollective.com/ccharnecker/Arte-discos-1,,dns_error,error,https://cargocollective.com/ccharnecker/Arte-discos-1,fetch failed
referencioteca,Ilustraciones Quánticas,Camila Correa,https://cargocollective.com/ccharnecker/Ilustraciones-Quantica,,dns_error,error,https://cargocollective.com/ccharnecker/Ilustraciones-Quantica,fetch failed
referencioteca,De Mukachevo al fin del mundo,Marisol Zemon Vergara,https://colombamedina.myportfolio.com/copia-de-de-mukachevo-al-fin-del-mundo,,dns_error,error,https://colombamedina.myportfolio.com/copia-de-de-mukachevo-al-fin-del-mundo,fetch failed
referencioteca,Milatelier,Colomba Medina,https://colombamedina.myportfolio.com/identida-de-marca,,dns_error,error,https://colombamedina.myportfolio.com/identida-de-marca,fetch failed
referencioteca,1/2 Serie Matera,Martina Abello,https://mabellov.myportfolio.com/riso-1,,dns_error,error,https://mabellov.myportfolio.com/riso-1,fetch failed
referencioteca,Serie mitología Chiloé,Martina Abello,https://mabellov.myportfolio.com/riso-2,,dns_error,error,https://mabellov.myportfolio.com/riso-2,fetch failed
referencioteca,No tengo amigos tengo amores,Andrés Miquel,https://www.behance.net/gallery/224616103/Poster-No-tengo-amigos-tengo-amores,,dns_error,error,https://www.behance.net/gallery/224616103/Poster-No-tengo-amigos-tengo-amores,fetch failed
referencioteca,Los Mil Nombres de María Camaleón,Andrés Miquel,https://www.behance.net/gallery/203999631/Afiche-Los-Mil-Nombres-de-Maria-Camaleon,,dns_error,error,https://www.behance.net/gallery/203999631/Afiche-Los-Mil-Nombres-de-Maria-Camaleon,fetch failed
referencioteca,Chini and the Technicians,Karina Hyland,https://karinahy.cl/stage,,dns_error,error,https://karinahy.cl/stage,fetch failed
referencioteca,DEFAULT,"Manuela Garretón, Tomás Ossandón",https://xdefault.cl/#proyecto,,dns_error,error,https://xdefault.cl/#proyecto,fetch failed
referencioteca,DEFAULT,"Manuela Garretón, Tomás Ossandón",https://karinahy.cl/default,,dns_error,error,https://karinahy.cl/default,fetch failed
referencioteca,P/H<25>,Vicente Puig,https://www.instagram.com/p/DRVgPzziXWx/,,dns_error,error,https://www.instagram.com/p/DRVgPzziXWx/,fetch failed
referencioteca,REITE: rebranding,Vicente Puig,https://www.instagram.com/p/DQsJH1jCevq/,,dns_error,error,https://www.instagram.com/p/DQsJH1jCevq/,fetch failed
referencioteca,DRP_01,Benjamín Becerra,https://hostil-streetwear.com/products/hoodie_core,,dns_error,error,https://hostil-streetwear.com/products/hoodie_core,fetch failed
referencioteca,Anthology,Martina Abello,https://mabellov.myportfolio.com/riso-3,,dns_error,error,https://mabellov.myportfolio.com/riso-3,fetch failed
referencioteca,Ilustraciones Mojonas,Sofía Álvarez,https://readymag.website/u3068913620/portafoliomojona/proyectomojona/,,dns_error,error,https://readymag.website/u3068913620/portafoliomojona/proyectomojona/,fetch failed
referencioteca,Toyng,Sofía Álvarez,https://readymag.website/u3068913620/portafoliomojona/proyectotoyngtravelgames/,,dns_error,error,https://readymag.website/u3068913620/portafoliomojona/proyectotoyngtravelgames/,fetch failed
referencioteca,DRP_01,Benjamín Becerra,https://hostil-streetwear.com/products/hoodie_core,,dns_error,error,https://hostil-streetwear.com/products/hoodie_core,fetch failed
referencioteca,De Cancelling,Domingo Smart,https://www.estudioample.com/003,,dns_error,error,https://www.estudioample.com/003,fetch failed
referencioteca,PACKAGING FL-01,Domingo Smart,https://www.estudioample.com/002,,dns_error,error,https://www.estudioample.com/002,fetch failed
referencioteca,Mesa Lateral,Domingo Smart,https://www.estudioample.com/001,,dns_error,error,https://www.estudioample.com/001,fetch failed
referencioteca,Axigo,Tomás Sánchez,https://tomassanchezsilva.myportfolio.com/axigo,,dns_error,error,https://tomassanchezsilva.myportfolio.com/axigo,fetch failed
referencioteca,Centralcorp,Francisco Poulsen,https://www.behance.net/gallery/229770149/Centralcorp,,dns_error,error,https://www.behance.net/gallery/229770149/Centralcorp,fetch failed
referencioteca,Olivo,Francisco Poulsen,https://www.behance.net/gallery/241545075/Olivo,,dns_error,error,https://www.behance.net/gallery/241545075/Olivo,fetch failed
referencioteca,Délano,Francisco Poulsen,https://www.behance.net/gallery/238927891/Dlano,,dns_error,error,https://www.behance.net/gallery/238927891/Dlano,fetch failed
referencioteca,Sala simulación AVD,"María Fernanda Gonzalez, Clemente López, Valentina Navarrete",https://sites.google.com/view/valenavarrete-portafolio/sala-simulaci%C3%B3n-avd?,,dns_error,error,https://sites.google.com/view/valenavarrete-portafolio/sala-simulaci%C3%B3n-avd?,fetch failed
referencioteca,Salud oportuna en el sistema público de Chile,Felipe Vilches Ivelić,https://felipevilchesinc.com/trabajo/salud-oportuna,,dns_error,error,https://felipevilchesinc.com/trabajo/salud-oportuna,fetch failed
referencioteca,El delantal vestido,Felipe Vilches Ivelić,https://felipevilchesinc.com/trabajo/delantal-vestido,,dns_error,error,https://felipevilchesinc.com/trabajo/delantal-vestido,fetch failed
referencioteca,"De Este a Oeste, de Norte a Sur",Felipe Vilches Ivelić,https://felipevilchesinc.com/trabajo/titulos-deaodnas-documental,,dns_error,error,https://felipevilchesinc.com/trabajo/titulos-deaodnas-documental,fetch failed
referencioteca,Péndulo,Daniela Reyes Muñoz,https://www.behance.net/gallery/211077763/PENDULO,,dns_error,error,https://www.behance.net/gallery/211077763/PENDULO,fetch failed
referencioteca,Cositas Fanzine,Daniela Reyes Muñoz,https://danielawilliam.com/Fanzine-Cositas,,dns_error,error,https://danielawilliam.com/Fanzine-Cositas,fetch failed
referencioteca,Mujeres Inspiradoras,Daniela Reyes Muñoz,https://danielawilliam.com/Illustration-work/STEM,,dns_error,error,https://danielawilliam.com/Illustration-work/STEM,fetch failed
referencioteca,Los Heroes Magazine Covers,Daniela Reyes Muñoz,https://danielawilliam.com/Illustration-work/Los-Heroes-2023,,dns_error,error,https://danielawilliam.com/Illustration-work/Los-Heroes-2023,fetch failed
referencioteca,Disonia,Joaquín Gajardo,https://www.gaja.studio/proyectos/topo-colectivo,,dns_error,error,https://www.gaja.studio/proyectos/topo-colectivo,fetch failed
referencioteca,TOPO COLECTIVO,Joaquín Gajardo,https://www.gaja.studio/proyectos/jose-maiza,,dns_error,error,https://www.gaja.studio/proyectos/jose-maiza,fetch failed
referencioteca,Guaico,Joaquín Gajardo,https://www.gaja.studio/proyectos/proyecto-guaico,,dns_error,error,https://www.gaja.studio/proyectos/proyecto-guaico,fetch failed
referencioteca,Campaña día del niño,Francisca Torres,https://flen.es/campana-dia-del-nino,,dns_error,error,https://flen.es/campana-dia-del-nino,fetch failed
