source,project,author,url,statusCode,category,method,finalUrl,error
indexoteca,Felicidad Pública,Felicidad Pública,https://felicidadpublica.cl,,dry_run,none,https://felicidadpublica.cl,dry-run mode
indexoteca,Otros Pérez,Otros Pérez,http://otrosperez.com/,,dry_run,none,http://otrosperez.com/,dry-run mode
indexoteca,Gaggeroworks,Gaggeroworks,http://gaggeroworks.co.uk/,,dry_run,none,http://gaggeroworks.co.uk/,dry-run mode
indexoteca,Estudio Postal,Estudio Postal,https://www.estudiopostal.cl/,,dry_run,none,https://www.estudiopostal.cl/,dry-run mode
indexoteca,10:10,10:10,https://www.diezdiez.com/,,dry_run,none,https://www.diezdiez.com/,dry-run mode
indexoteca,Design Systems International,Design Systems International,https://designsystems.international/,,dry_run,none,https://designsystems.international/,dry-run mode
indexoteca,IV Studio,IV Studio,https://www.ivestudio.com,,dry_run,none,https://www.ivestudio.com,dry-run mode
indexoteca,Almabrands,Almabrands,https://www.almabrands.com,,dry_run,none,https://www.almabrands.com,dry-run mode
indexoteca,ANTS,ANTS,https://ants.cl,,dry_run,none,https://ants.cl,dry-run mode
indexoteca,BAFE Studio,BAFE Studio,https://bafestudio.com,,dry_run,none,https://bafestudio.com,dry-run mode
indexoteca,Bang Creative,Bang Creative,https://bang.cl,,dry_run,none,https://bang.cl,dry-run mode
indexoteca,Baobab,Baobab,https://baobabdiseno.com,,dry_run,none,https://baobabdiseno.com,dry-run mode
indexoteca,BBK,BBK,https://bbkgroup.com,,dry_run,none,https://bbkgroup.com,dry-run mode
indexoteca,BITPLAY,BITPLAY,https://bitplay.cl,,dry_run,none,https://bitplay.cl,dry-run mode
indexoteca,BlancaEstudio,BlancaEstudio,https://blancaestudio.cl,,dry_run,none,https://blancaestudio.cl,dry-run mode
indexoteca,Bonnet Estudio,Bonnet Estudio,https://bonnet.cl,,dry_run,none,https://bonnet.cl,dry-run mode
indexoteca,Buendía,Buendía,https://buendia.cl,,dry_run,none,https://buendia.cl,dry-run mode
indexoteca,Caja Muebles,Caja Muebles,https://cajamuebles.cl,,dry_run,none,https://cajamuebles.cl,dry-run mode
indexoteca,CINCEL,CINCEL,https://cincel.cl,,dry_run,none,https://cincel.cl,dry-run mode
